,Coordenadas_inicio,Coordenadas_fin,Minutos,Nombre_inicio,Nombre_fin
5883,"[39.504772238890375, -0.4208523227586796]","[39.48222915246513, -0.3579872846197205]",22.64984684684685,"Carrer de Felipe Valls, Pobles de l'Oest, València","Carrer de la Guàrdia Civil, Benimaclet, València"
5884,"[39.50427940072491, -0.41199795801929856]","[39.506529226434814, -0.44321249493621373]",18.27315315315315,"Avenida Virgen de la Cabeza, Burjassot","Carrer Sant Francesc de Borja, Paterna"
5885,"[39.490044108051315, -0.40325128315428155]","[39.5054209428166, -0.3481715122751803]",31.05524924924924,"Carrer de Sant Clement, Campanar, València",[Desconocido]
5886,"[39.44811614494333, -0.3399758042251497]","[39.446128379372226, -0.3916443129544802]",17.90945645645645,"Carrera del Riu, Quatre Carreres, València","Carrer de l'Enginyer Manuel Cánovas, Jesús, València"
5887,"[39.50744826481327, -0.42379467893454953]","[39.50924101883143, -0.45139790683770603]",23.80585585585586,"Autovía del Turia, Paterna","Avenida de Vicente Mortes Alfonso, Paterna"
5888,"[39.50462864642346, -0.4230271022795058]","[39.47306958218127, -0.4175266484125262]",19.7075975975976,"Carrer de Bronchales, Pobles de l'Oest, València","Carrer del Literat Azorín, Mislata"
5889,"[39.51420333265349, -0.44123889708913244]","[39.51469860192702, -0.4068106681092232]",17.957900900900896,"Calle del Polígono Norte, Paterna","Calle del Sagrado Corazón, Godella"
5890,"[39.509403905671505, -0.3734025358878188]","[39.45420482476331, -0.3940216832851793]",29.11535435435434,"Carpesa, València","Avinguda de Gaspar Aguilar, Patraix, València"
5891,"[39.51449216488999, -0.4152497088566097]","[39.50222725710415, -0.4457872664991001]",15.339321321321323,"Avenida de Pi y Margall, Burjassot","Carrer Manises, Paterna"
5892,"[39.527464250455104, -0.3889009606286629]","[39.47272902512646, -0.3549873897320227]",24.439534534534527,[Desconocido],"Carrer de Polo y Peyrolón, el Pla del Real, València"
5893,"[39.44688750386983, -0.3785163106304814]","[39.48720187975511, -0.3599355338942804]",18.4643993993994,"Carrer del Riu Eresma, Quatre Carreres, València","Carrer del Poeta Asins, Benimaclet, València"
5894,"[39.50763898129553, -0.4594240823502601]","[39.508411532761734, -0.4143457663624314]",21.20992792792793,[Desconocido],"Calle Teodoro Llorente, Burjassot"
5895,"[39.50289686272022, -0.41646252530446304]","[39.4884998168498, -0.3621156468415931]",20.769861861861852,"Carrer de l'Arquitecte Gilabert, Pobles de l'Oest, València","Benimaclet, València"
5896,"[39.44692386876997, -0.3939191290068248]","[39.4784381910439, -0.3920709426504151]",13.44017417417418,"Carrer de Tomàs de Villarroya, Jesús, València","Avinguda de Tirso de Molina, Campanar, València"
5897,"[39.48351988352361, -0.38327538652664445]","[39.52827350270283, -0.3752537306405829]",18.12377177177177,"Avinguda de Burjassot, Campanar, València",[Desconocido]
5898,"[39.4632218027607, -0.37735369305986327]","[39.48996662564039, -0.39791800986225967]",12.419165165165165,"Gran Via de les Germanies, l'Eixample, València","Carrer del Doctor Nicasi Benlloch, Benicalap, València"
5899,"[39.49379160772314, -0.3485542168893218]","[39.52301196338078, -0.3915939623452513]",41.55612312312313,"Passeig d'Aragó, Alboraia / Alboraya","Camí Fondo de Borbotó a Massarrojos, Pobles del Nord, València"
5900,"[39.41766460114491, -0.3886426962127999]","[39.447903714527214, -0.3692617355797282]",15.931069069069071,"Avinguda dels Reis Catòlics, Alfafar","Avinguda d'Ausiàs March, Quatre Carreres, València"
5901,"[39.49126722059079, -0.37617751018965095]","[39.45170689298975, -0.33480705664630933]",22.631954954954967,"Carrer de l'Arquitecte Lucini, la Saïdia, València","Avinguda de la Ronda de Natzaret, Poblats Marítims, València"
5902,"[39.480496615390585, -0.3948970702394119]","[39.42405787771896, -0.38925086496553624]",24.976054054054053,"Carrer de Rascanya, Campanar, València","Calle de Colón, Alfafar"
5903,"[39.47084883056475, -0.40133379340419795]","[39.48729772221162, -0.3766625443865741]",11.389489489489486,"Carrer de Lluís Lamarca, l'Olivereta, València","Carrer de Benipeixcar, la Saïdia, València"
5904,"[39.4716276128746, -0.4222100449371348]","[39.461863525504896, -0.33131822749193385]",26.59840540540541,"V-30, Mislata","Carrer del Doctor Josep Juan Dòmine, Poblats Marítims, València"
5905,"[39.5054209428166, -0.3481715122751803]","[39.503237305179994, -0.4173930665287378]",46.064927927927975,[Desconocido],"Carrer del Pintor Cabrera, Pobles de l'Oest, València"
5906,"[39.50002785155895, -0.4195129310022061]","[39.50133276411745, -0.35182976850560854]",36.87486486486488,"Carrer de l'Enginyer Aubán, Pobles de l'Oest, València","Carrer dels Germans Benlliure, Alboraia / Alboraya"
5907,"[39.45409798136041, -0.3751849758298381]","[39.45643753637479, -0.39950266791537464]",10.447705705705708,"Carrer de Pedreguer, Quatre Carreres, València","Carrer dels Campaners, Patraix, València"
5908,"[39.49825305216758, -0.40971808466742715]","[39.516913362148614, -0.4585405467643295]",26.72253453453453,"Camino de Fondo de Beniferri, Pobles de l'Oest, València","CV-368, Paterna"
5909,"[39.44256541689414, -0.33562452485078326]","[39.47096768533169, -0.3575585587651426]",16.167807807807808,"Camí del Canal, Quatre Carreres, València","Avinguda d'Aragó, el Pla del Real, València"
5910,"[39.44256541689414, -0.33562452485078326]","[39.463196098553496, -0.38657369851353895]",20.646459459459468,"Camí del Canal, Quatre Carreres, València","Carrer del Mestre Sosa, Extramurs, València"
5911,"[39.48506430348071, -0.35797617544641486]","[39.416414195471155, -0.3944973514727157]",33.050519519519526,"Carrer de Mistral, Benimaclet, València","Calle de Ocho de Marzo, Alfafar"
5912,"[39.487546957851784, -0.35931798920653646]","[39.46512343001093, -0.343162619081836]",13.190090090090091,"Carrer del Músic Belando, Benimaclet, València","Carrer de la Indústria, Camins al Grau, València"
5913,"[39.51449216488999, -0.4152497088566097]","[39.50992052024083, -0.44741443576154416]",16.023021021021023,"Avenida de Pi y Margall, Burjassot","Acceso Noroeste de Paterna, Paterna"
5914,"[39.49212796944099, -0.38272042232952264]","[39.47463104516834, -0.3619735896085119]",11.242810810810807,"Avinguda de Joan XXIII, Rascanya, València","Exposició, València"
5915,"[39.46649567863715, -0.36132067554782893]","[39.503958965951, -0.3596679004333961]",24.239306306306297,"Circuit 5K Jardí del Túria, l'Eixample, València",[Desconocido]
5916,"[39.47164411577861, -0.3920479090203371]","[39.4529735317694, -0.3310080372174229]",20.385063063063072,"Carrer del Literat Gabriel Miró, Extramurs, València","Pont de les Drassanes, Poblats Marítims, València"
5917,"[39.50553828310908, -0.4441346943208766]","[39.50396357874318, -0.41402386278792835]",18.728771771771783,"Carrer Mare de Déu del Pilar, Paterna","Calle Virgen de la Cabeza, Burjassot"
5918,"[39.509439265449714, -0.41247208770761334]","[39.50564409503385, -0.41887045938802503]",12.192714714714716,"Plaça de les Sitges, Burjassot","Autovía del Turia, Burjassot"
5919,"[39.46719057551236, -0.46463457406285363]","[39.47223862685701, -0.4329542870704567]",20.775948948948944,"Carrer de Sant Pasqual, Aldaia","Molí d'Animeta, Quart de Poblet"
5920,"[39.479393652375066, -0.3903360502777043]","[39.46624122550817, -0.34315528799020883]",15.988990990990992,"Avenida Pío XII, Campanar, València","Carrer de Jeroni de Montsoriu, Camins al Grau, València"
5921,"[39.48213277555226, -0.36871705202061067]","[39.496670763223364, -0.34244388089563377]",20.321651651651656,"Carrer del Pintor Genaro Lahuerta, la Saïdia, València","Camí Fondo, Alboraia / Alboraya"
5922,"[39.44933880943869, -0.3730133592253739]","[39.42402866050697, -0.38538197808298036]",13.324177177177178,"Carrer de l'Illa Cabrera, Quatre Carreres, València","Calle de San Vicente, Sedaví"
5923,"[39.50416389589935, -0.4121199361441029]","[39.49773903078533, -0.4466353575175834]",20.82175675675676,"Avenida Virgen de la Cabeza, Burjassot","Carrer de Manises, Paterna"
5924,"[39.50120357716543, -0.4430573325903362]","[39.51566695848833, -0.47993822539404174]",13.13564864864865,"Carrer de Joaquim Costa, Paterna","Autovía del Mediterráneo, Paterna"
5925,"[39.4989256237106, -0.35500960546582977]","[39.42313723220498, -0.3877879107026323]",43.76554654654656,"Carrer de la Generalitat, Alboraia / Alboraya","Calle de Pintor Sorolla, Alfafar"
5926,"[39.52461285987543, -0.3954367605192747]","[39.46547365267742, -0.32943000087642144]",30.322780780780768,"Camí dels Avenars, Pobles del Nord, València","Carrer d'En Vicent Gallart (Arciprest), Poblats Marítims, València"
5927,"[39.41945580263777, -0.39369351932888597]","[39.44852022518489, -0.3349657243695018]",28.42339939939941,"Avinguda Alfafar, Benetússer","Carrer de Bernabé García, Poblats Marítims, València"
5928,"[39.47300585792712, -0.340486778318547]","[39.462252421006674, -0.3980125736693793]",18.665168168168165,"Carrer del Serpis, Algirós, València","Carrer de l'Arxiduc Carles, Patraix, València"
5929,"[39.49135937203048, -0.3763199260554102]","[39.470153032348, -0.40458176925081524]",12.681492492492492,"Carrer de l'Arquitecte Lucini, la Saïdia, València","Carrer del Pintor Stolz, l'Olivereta, València"
5930,"[39.463196098553496, -0.38657369851353895]","[39.442403683018355, -0.3405876883531997]",20.242609609609605,"Carrer del Mestre Sosa, Extramurs, València","Carrera del Riu, Quatre Carreres, València"
5931,"[39.48410762982113, -0.37568963233597147]","[39.44834644250786, -0.33141219772190644]",22.29756456456457,"Carrer del Pare Palau i Quer, la Saïdia, València","Carrer de la Mare de Déu dels Reis, Poblats Marítims, València"
5932,"[39.50029445845267, -0.34711602186432244]","[39.45574617209066, -0.38002885197298164]",30.78091891891893,"Passeig d'Aragó, Alboraia / Alboraya","Avinguda de Peris i Valero, l'Eixample, València"
5933,"[39.45407197908111, -0.39945553624288616]","[39.48938391621882, -0.3797248104873931]",15.657927927927927,"Avinguda de les Tres Creus, Patraix, València","Carrer de Just Ramírez (arquitecte), la Saïdia, València"
5934,"[39.5040226533776, -0.42487513185117975]","[39.46385630544063, -0.3417566162900892]",30.95588588588589,"Avinguda de les Fires, Pobles de l'Oest, València","Carrer de José Aguilar, Camins al Grau, València"
5935,"[39.465765828872165, -0.3577630529769678]","[39.49051322612059, -0.37246952344769896]",11.105120120120118,"Carrer de l'Antiga Senda d'En Senent, el Pla del Real, València","Avinguda del Primat Reig, la Saïdia, València"
5936,"[39.45375612237724, -0.40241766560984815]","[39.41945580263777, -0.39369351932888597]",20.63465165165165,"Carrer de l'Arquitecte Segura de Lago, Patraix, València","Avinguda Alfafar, Benetússer"
5937,"[39.50837886408821, -0.4119090415927066]","[39.5192684703205, -0.4645573737016433]",21.202585585585588,"Calle Mariano Aser, Burjassot","Calle Ciudad de Sevilla, Paterna"
5938,"[39.486290353472754, -0.40030831634152547]","[39.42364316010829, -0.39850468836618413]",30.18274174174173,"Avinguda de les Corts Valencianes, Campanar, València","Calle de Miguel Hernández, Benetússer"
5939,"[39.46446047097471, -0.3573468767896584]","[39.41648409049861, -0.39005885616615]",23.28921021021022,"Carrer d'Eduard Boscà, Camins al Grau, València","Camino del Cementerio, Alfafar"
5940,"[39.495502021697426, -0.3977213754062677]","[39.46549406917719, -0.32763124128258664]",23.48716816816817,"Carrer de la Florista, Benicalap, València","Carrer de Benassal, Poblats Marítims, València"
5941,"[39.453009628038714, -0.33337102569713495]","[39.473771228334414, -0.3464010293573593]",13.522195195195197,"Carrer Major de Natzaret, Poblats Marítims, València","Plaça d'Emilio Attard, Algirós, València"
5942,"[39.46509222470148, -0.33384192471887725]","[39.48910195689905, -0.3929898798044375]",21.111597597597594,"Carrer d'Ernest Anastasio, Poblats Marítims, València","Carrer dels Amics del Corpus, Benicalap, València"
5943,"[39.51443000979583, -0.3657040852778135]","[39.462376488406655, -0.3539971108108988]",25.218381381381377,[Desconocido],"Eix Verdeguer-Balears, Camins al Grau, València"
5944,"[39.47668557749815, -0.38936172089198123]","[39.47709196166012, -0.4213505411322722]",11.058564564564566,"Gran Via de Ferran el Catòlic, Extramurs, València","Carrer de Sant Antoni, Mislata"
5945,"[39.47443662890756, -0.351281210628866]","[39.48920939529025, -0.39729528124608976]",16.25464264264264,"Avinguda de Blasco Ibáñez, Algirós, València","Carrer del Doctor Nicasi Benlloch, Benicalap, València"
5946,"[39.47848619718318, -0.3953272574134562]","[39.416785775721635, -0.39364015625244664]",28.109681681681693,"Avinguda de Campanar, Campanar, València","Calle del Literato Azorín, Alfafar"
5947,"[39.46754163886071, -0.32799860702600087]","[39.45365278157839, -0.37312472856147205]",15.957186186186185,"Carrer del Mediterrani, Poblats Marítims, València","Avinguda d'Ausiàs March, Quatre Carreres, València"
5948,"[39.50557522790366, -0.44622074772171183]","[39.513674569932796, -0.412703798927597]",15.741288288288292,"Avenida de Vicente Mortes Alfonso, Paterna","Avenida de María Ros, Burjassot"
5949,"[39.45329284963217, -0.37339941861203446]","[39.52301411786779, -0.3871911769775588]",29.945843843843843,"Avinguda d'Ausiàs March, Quatre Carreres, València","Camí de Benifaraig a Montcada, Pobles del Nord, València"
5950,"[39.506453572676975, -0.41525298927172166]","[39.518488643825975, -0.47266890340804324]",25.52024924924925,"Calle Manuel Dualde, Burjassot","Calle Ciudad de Eibar, Paterna"
5951,"[39.44636747924305, -0.39246221350026644]","[39.49102019263624, -0.39293445483950484]",19.37487087087086,"Carrer de Pius IX, Jesús, València","Carrer de la Florista, Benicalap, València"
5952,"[39.476553983607246, -0.3339936352975658]","[39.45900848379656, -0.36511393302671474]",13.547216216216215,"Avinguda dels Tarongers, Algirós, València","Avinguda d'Amado Granell Mesado (Militar), Quatre Carreres, València"
5953,"[39.461918427607436, -0.37393938687160766]","[39.487683787473216, -0.39159922629351146]",12.23872072072072,"Carrer de Puerto Rico, l'Eixample, València","Avinguda del General Avilés, Campanar, València"
5954,"[39.49162391824518, -0.3600987668429063]","[39.42113456171139, -0.3924474850681457]",31.6507987987988,"Carrer de l'Escultor Mora Cirujeda, Rascanya, València","Carrer de Marià Benlliure, Alfafar"
5955,"[39.453744278980416, -0.37750546627511117]","[39.48733784718401, -0.3810026547581417]",17.445381381381374,"Carrer de la Pianista Empar Iturbi, Quatre Carreres, València","Avinguda de Portugal, la Saïdia, València"
5956,"[39.465198890670855, -0.37597594387588945]","[39.44645857432646, -0.39168836472280283]",11.141717717717718,"Carrer de Castelló, l'Eixample, València","Carrer de l'Enginyer José Sirera, Jesús, València"
5957,"[39.52512034742069, -0.4175903162757773]","[39.510460279097586, -0.4641213389469122]",19.59262762762763,"Carrer Migjorn, Godella","Calle Islas Canarias, Paterna"
5958,"[39.4607547779654, -0.3823682694972188]","[39.47651942933307, -0.3726438750462938]",10.661588588588586,"Carrer de Francisco Largo Caballero, Extramurs, València","Carrer d'Entença, Ciutat Vella, València"
5959,"[39.47728005559535, -0.45867961261959367]","[39.48689959711433, -0.4470979637652359]",47.54504204204203,"Carrer de la Indústria, Quart de Poblet","Carrer Tribunal de les Aigües, Quart de Poblet"
5960,"[39.48978208496571, -0.38321792384383857]","[39.457258831001944, -0.35476986364851687]",15.126180180180183,"Avinguda Doctor Peset Aleixandre, la Saïdia, València","Avinguda del Professor López Piñero (Historiador de la Medicina), Quatre Carreres, València"
5961,"[39.44482522192538, -0.3955864211424718]","[39.49982191600186, -0.35019840921732276]",32.810621621621614,"Carrer de Pius IX, Jesús, València","Calle de San Pancracio, Alboraia / Alboraya"
5962,"[39.47052616013227, -0.36666510574163946]","[39.51620435615346, -0.38187331153324877]",20.35528828828829,"Carrer de Sorní, l'Eixample, València","Avinguda del Palmaret, Pobles del Nord, València"
5963,"[39.47136139046592, -0.333274988872666]","[39.473079704186375, -0.38720023560421135]",18.259393393393392,"Carrer de Felip de Gauna, Poblats Marítims, València","Gran Via de Ferran el Catòlic, Extramurs, València"
5964,"[39.478011260267785, -0.40285449990199684]","[39.48568684739922, -0.3609562333287656]",12.522369369369375,"Carrer de Vicente Rios Enrique, Campanar, València","Carrer de Leonor Jovani, Benimaclet, València"
5965,"[39.47074153660004, -0.3371770310757456]","[39.4873601593719, -0.3702179829089495]",11.13140840840841,"Carrer de Josep Ballester, Poblats Marítims, València","Carrer del Pare Urbà, la Saïdia, València"
5966,"[39.462190407212795, -0.46175955140695957]","[39.48693240484372, -0.4492765857950692]",51.85118318318316,"Calle San Luis, Aldaia","Calle Blas de Otero, Manises"
5967,"[39.47222226284941, -0.38902168918126656]","[39.49923110796041, -0.3457518472951044]",27.153420420420414,"Carrer del Pare Rico, Extramurs, València","Calle de los Herreros, Alboraia / Alboraya"
5968,"[39.508420734526865, -0.4357111433141707]","[39.5244176743444, -0.41961122903247045]",15.375831831831832,"Calle del Polígono Norte, Paterna","Carrer Pujada de l'Ermita, Godella"
5969,"[39.45733389967621, -0.39180473573563773]","[39.50434801493239, -0.3473866952426246]",29.819849849849856,"Carrer de la Ciutat de Melilla, Patraix, València","Travesía del Padre Luis Navarro, Alboraia / Alboraya"
5970,"[39.45243208213206, -0.37529361020421775]","[39.482859059597686, -0.3870198562402659]",15.202048048048049,"Carrer d'Oltà, Quatre Carreres, València","Carrer del Periodista Alfredo Calderón, Campanar, València"
5971,"[39.478104028348795, -0.42504923750663376]","[39.482867960219835, -0.37114528936718794]",17.97734534534534,"Carrer de Pilar Miró, Mislata","Carrer del Convent dels Carmelites, la Saïdia, València"
5972,"[39.51706801175154, -0.3665517312141064]","[39.4995431634169, -0.391853203742223]",12.254870870870873,[Desconocido],"Carrer de Sánchez Arjona, Benicalap, València"
5973,"[39.496739892699054, -0.38466758474982515]","[39.45272909287617, -0.3348891279870005]",25.207636636636654,"Avinguda de Joan XXIII, Benicalap, València","la Punta, València"
5974,"[39.46008838861107, -0.380662093614503]","[39.48758876980248, -0.36681664777544915]",13.587882882882884,"Enlace entre estaciones Valencia Norte y Joaquín Sorolla, Extramurs, València","Carrer de Benicarló, Benimaclet, València"
5975,"[39.455239000095155, -0.46546878265694136]","[39.471785585552944, -0.42614979157502975]",15.493228228228228,"Carrer Senyera, Alaquàs","Carrer La Costera, Mislata"
5976,"[39.50690115989765, -0.45715579705757736]","[39.521988305734276, -0.4214008237957015]",17.991066066066065,"Polígono Molí, Paterna","Carrer Ramón i Cajal, Godella"
5977,"[39.45409798136041, -0.3751849758298381]","[39.47024473396068, -0.3451595461542774]",12.569375375375376,"Carrer de Pedreguer, Quatre Carreres, València","Carrer de Josep d'Orga, Algirós, València"
5978,"[39.521997716671024, -0.3846885700616602]","[39.50137994057007, -0.3923855955638729]",13.847603603603602,"Camí de Benifaraig a Montcada, Pobles del Nord, València","Carrer del Foc, Benicalap, València"
5979,"[39.49698981525638, -0.3841516975667278]","[39.44026495222456, -0.3313850002518871]",30.804252252252255,"Carrer del Riu Bidasoa, Benicalap, València","el Grau, València"
5980,"[39.48389328376311, -0.36277831284378864]","[39.42047417367304, -0.3861624093790797]",27.658180180180175,"Carrer d'Emili Baró, el Pla del Real, València","Calle de José María Morales, Alfafar"
5981,"[39.47583073068777, -0.4174171513645787]","[39.48079456082233, -0.3795517509366941]",12.473399399399396,"Plaça de la Constitució, Mislata","Carrer de la Blanqueria, Ciutat Vella, València"
5982,"[39.42328865485234, -0.3927040761253621]","[39.47854317246314, -0.3659702212059756]",29.87045945945945,"Calle de Jaime I El Conquistador, Benetússer","Plaça de la Legió Espanyola, el Pla del Real, València"
5983,"[39.467423024510964, -0.32526302675749114]","[39.46779540919241, -0.36892365779760405]",12.99027627627627,"el Cabanyal, València","Carrer de Ciril Amorós, l'Eixample, València"
5984,"[39.46844981311719, -0.32975958414213363]","[39.47284681307731, -0.4195130340807411]",27.271702702702694,"Carrer del Pare Lluís Navarro, Poblats Marítims, València","Racó Riu Montnegre, Mislata"
5985,"[39.515050442566796, -0.3870222160616893]","[39.469745012185705, -0.34717984907999155]",21.852600600600592,"Camí de Montcada, Pobles del Nord, València","Carrer dels Sants Just i Pastor, Algirós, València"
5986,"[39.50963163900828, -0.45356536699185007]","[39.50089326029036, -0.4122248306423895]",23.0746036036036,"Calle Benimar, Paterna","Carrer de Rafael Tenes Escrich, Pobles de l'Oest, València"
5987,"[39.45949148499849, -0.36684531977644624]","[39.456181150353714, -0.40007424891477167]",12.30326726726727,"Carrer de Lluís Oliag, Quatre Carreres, València","Carrer de la Borrasca, Patraix, València"
5988,"[39.53024612113716, -0.3897077415433343]","[39.49837196509979, -0.34138779575975897]",36.6756006006006,"Carrer de la Santíssima Creu, Pobles del Nord, València","Calle de los Sederos, Alboraia / Alboraya"
5989,"[39.502411551344615, -0.4123962464655008]","[39.502891182153846, -0.4337722769297636]",20.182012012012017,"Benimàmet, Burjassot","Avenida del Regimiento Guadalajara 20, Paterna"
5990,"[39.50543404615704, -0.34877283270671944]","[39.49249626395107, -0.3571279700171343]",25.816018018018028,[Desconocido],"Carrer de la Vila de l'Alcora, Benimaclet, València"
5991,"[39.47999710522538, -0.3783725900767965]","[39.461589898588386, -0.4018012449719639]",15.44648348348348,"Carrer del Museu, Ciutat Vella, València","Carrer del Periodista Roberto Castrovido, Patraix, València"
5992,"[39.44543912256751, -0.3934747079432747]","[39.416414195471155, -0.3944973514727157]",16.189948948948953,"Carrer de Pius IX, Jesús, València","Calle de Ocho de Marzo, Alfafar"
5993,"[39.46068372872704, -0.35914483253364277]","[39.49911717601208, -0.4191899489268735]",24.10395195195195,"Carrer de l'Alcalde Reig, Quatre Carreres, València","Carrer de l'Esperança, Pobles de l'Oest, València"
5994,"[39.463656851050935, -0.36834182074613603]","[39.50055429456287, -0.41750436375971806]",21.941945945945932,"Avinguda del Regne de València, l'Eixample, València","Carrer de Benetússer, Pobles de l'Oest, València"
5995,"[39.469630446582975, -0.34507646795622826]","[39.48834940618816, -0.36062113600898243]",10.424444444444449,"Carrer de Campoamor, Algirós, València","Carrer d'Emili Baró, Benimaclet, València"
5996,"[39.493214414008726, -0.3788127413928774]","[39.449127710769574, -0.39602824840563167]",18.78853453453455,"Carrer de Pere Patrici Mey, Rascanya, València","Plaça de Sant Doménec de Guzmán, Jesús, València"
5997,"[39.41518635606388, -0.3875540233217587]","[39.457420903019575, -0.39691640878436907]",21.395921921921914,"CV-412, Alfafar","Avinguda de Jose Roca Coll (Pianista), Patraix, València"
5998,"[39.514545546071815, -0.3673140214197692]","[39.45221561368406, -0.3942049029505972]",27.89445645645645,[Desconocido],"Avinguda de Gaspar Aguilar, Patraix, València"
5999,"[39.50320397160993, -0.3903103930906118]","[39.42212902337455, -0.3896413051490984]",37.477471471471446,"Camino Viejo de Godella, Pobles del Nord, València","Calle de Isaac Peral, Alfafar"
6000,"[39.493259066308106, -0.3975331297181106]","[39.4115602124516, -0.3961463445281931]",34.08314414414414,"Carrer de Barraix, Benicalap, València",[Desconocido]
6001,"[39.51863602581276, -0.47393819336338183]","[39.51487184049669, -0.41180745045138406]",24.51406606606606,"Calle Ciudad de Barcelona, Paterna","Calle Lauri Volpi, Burjassot"
6002,"[39.48320431207366, -0.3977524060018404]","[39.50041732567621, -0.4206782528616117]",12.00921921921922,"Carrer de Riba-Roja, Campanar, València","Carrer de Benimodo, Pobles de l'Oest, València"
6003,"[39.5134925123605, -0.4473330893132694]","[39.51889367160328, -0.4201571589213445]",13.863099099099095,"Carrer de l'Algepser, Paterna","Calle de Santo Domingo de Guzmán, Godella"
6004,"[39.52053589127516, -0.38593838888505877]","[39.48903210193682, -0.3643360516962291]",14.242057057057048,"Camí de Benifaraig a Montcada, Pobles del Nord, València","Carrer de la Torreta de Miramar, Rascanya, València"
6005,"[39.498381229956564, -0.3899272206033578]","[39.48577879946821, -0.3589820501816838]",11.284096096096096,"Carrer de Manuel Melià i Fuster (Don Pío), Benicalap, València","Carrer d'Utiel, Benimaclet, València"
6006,"[39.48106917834164, -0.3835132481112424]","[39.46619981215602, -0.34737876992200456]",12.481729729729723,"Pont de les Arts, Extramurs, València","Carrer de l'Arquitecte Gascó, Camins al Grau, València"
6007,"[39.44994292630188, -0.37909997512985044]","[39.44927016320101, -0.33358930176053686]",16.015810810810816,"Carrer de Pedro Cámara (Pintor), Quatre Carreres, València","Carrer de Dalt de la Mar, Poblats Marítims, València"
6008,"[39.49402705777361, -0.37030579649984147]","[39.463688134995344, -0.3969807305162377]",15.462042042042045,"Carrer del Pare Viñas, Rascanya, València","Carrer de Torís, Patraix, València"
6009,"[39.52139638705426, -0.42419409856418244]","[39.50993243469007, -0.4683461861015982]",17.91833033033033,[Desconocido],"V-30, Paterna"
6010,"[39.46506312190157, -0.38900660326487824]","[39.45179167987738, -0.3334660723640191]",19.87203003003004,"Avinguda de Pérez Galdós, Patraix, València","Carrer de Vilanova i Piera, Poblats Marítims, València"
6011,"[39.472852109872754, -0.3594710799032582]","[39.450977482158706, -0.3825452473396956]",12.581354354354357,"Carrer d'Amadeu de Savoia, el Pla del Real, València","la Creu Coberta, València"
6012,"[39.50199494336887, -0.40996506421997647]","[39.51519227760814, -0.4615303334066774]",27.789867867867866,"Avenida de la Ilustración, Burjassot","Plaça de Saragossa, Paterna"
6013,"[39.45037192370345, -0.3433527628708361]","[39.4566060868129, -0.37633033478903244]",11.277924924924925,"Avinguda de Jesús Morante Borràs, Quatre Carreres, València","Avinguda de Peris i Valero, Quatre Carreres, València"
6014,"[39.46640646143335, -0.39085737374747803]","[39.52747741743395, -0.3865316923060307]",24.969573573573577,"Carrer del Mestre Bellver, Patraix, València","Carrer del Retor Aguilar, Pobles del Nord, València"
6015,"[39.45845830048031, -0.36711739668539783]","[39.508627928516354, -0.3524552332431531]",27.512792792792784,"Carrer de Montitxelvo, Quatre Carreres, València",[Desconocido]
6016,"[39.45170689298975, -0.33480705664630933]","[39.45221561368406, -0.3942049029505972]",19.729237237237232,"Avinguda de la Ronda de Natzaret, Poblats Marítims, València","Avinguda de Gaspar Aguilar, Patraix, València"
6017,"[39.46025816371994, -0.3664272746027374]","[39.49135937203048, -0.3763199260554102]",13.474087087087089,"Carrer de Pepita Samper, Quatre Carreres, València","Carrer de l'Arquitecte Lucini, la Saïdia, València"
6018,"[39.48517646411301, -0.3805419828656678]","[39.505086705420226, -0.3536326291745793]",23.063720720720717,"Carrer de Rubiols, la Saïdia, València","Calle del Cristo de la Providencia, Alboraia / Alboraya"
6019,"[39.4898840950495, -0.37356342600617637]","[39.475829767306884, -0.3532061665882131]",10.133534534534537,"Carrer de Sant Bru, la Saïdia, València","Avinguda de Blasco Ibáñez, Algirós, València"
6020,"[39.47668557749815, -0.38936172089198123]","[39.453583416996125, -0.3354179951594167]",21.750321321321326,"Gran Via de Ferran el Catòlic, Extramurs, València","Carrer de Suïssa, Quatre Carreres, València"
6021,"[39.50515226815777, -0.35079305145638423]","[39.44482522192538, -0.3955864211424718]",40.55902702702704,"Calle del Cristo de la Providencia, Alboraia / Alboraya","Carrer de Pius IX, Jesús, València"
6022,"[39.459248026806314, -0.3562361288006361]","[39.44640904297147, -0.39855094905488336]",14.27167567567568,"Avinguda del Professor López Piñero (Historiador de la Medicina), Quatre Carreres, València","Camí Vell de Picassent, Jesús, València"
6023,"[39.512460974650324, -0.44819559250991736]","[39.51235950921162, -0.4182207827483123]",18.192114114114112,"Calle Coeters, Paterna","Paseo del Rajolar, Burjassot"
6024,"[39.52048530198516, -0.38848112542474056]","[39.47302750546329, -0.33478879107657267]",24.69854654654654,"Camí de Benifaraig a Montcada, Pobles del Nord, València","Camí del Cabanyal, Poblats Marítims, València"
6025,"[39.448602176956136, -0.4020923639530696]","[39.44437115663224, -0.3333513231344301]",23.93503003003003,"Plaça Jardí de Wangari Maathai (Premi Nobel de la Pau), Jesús, València","Camí de la Punta a la Mar, Poblats Marítims, València"
6026,"[39.45188271661041, -0.3720465021886668]","[39.47648919670198, -0.3468199510527319]",12.71427627627628,"Avinguda d'Ausiàs March, Quatre Carreres, València","Carrer de Ramon Llull, Algirós, València"
