Coordenadas_inicio,Coordenadas_fin,Minutos
"[39.49126722059079, -0.37617751018965095]","[39.45170689298975, -0.33480705664630933]",22.631954954954967
"[39.480496615390585, -0.3948970702394119]","[39.42405787771896, -0.38925086496553624]",24.976054054054053
"[39.47084883056475, -0.40133379340419795]","[39.48729772221162, -0.3766625443865741]",11.389489489489486
"[39.4716276128746, -0.4222100449371348]","[39.461863525504896, -0.33131822749193385]",26.598405405405412
"[39.5054209428166, -0.3481715122751803]","[39.503237305179994, -0.4173930665287378]",46.064927927927975
"[39.50002785155895, -0.4195129310022061]","[39.50133276411745, -0.35182976850560854]",36.874864864864875
"[39.45409798136041, -0.3751849758298381]","[39.45643753637479, -0.39950266791537464]",10.447705705705708
"[39.49825305216758, -0.40971808466742715]","[39.516913362148614, -0.4585405467643295]",26.72253453453453
"[39.44256541689414, -0.33562452485078326]","[39.47096768533169, -0.3575585587651426]",16.167807807807808
"[39.44256541689414, -0.33562452485078326]","[39.463196098553496, -0.38657369851353895]",20.646459459459468
"[39.48506430348071, -0.35797617544641486]","[39.416414195471155, -0.3944973514727157]",33.050519519519526
"[39.487546957851784, -0.35931798920653646]","[39.46512343001093, -0.343162619081836]",13.190090090090093
"[39.51449216488999, -0.4152497088566097]","[39.50992052024083, -0.44741443576154416]",16.023021021021023
"[39.49212796944099, -0.38272042232952264]","[39.47463104516834, -0.3619735896085119]",11.242810810810807
"[39.46649567863715, -0.36132067554782893]","[39.503958965951, -0.3596679004333961]",24.239306306306297
"[39.47164411577861, -0.3920479090203371]","[39.4529735317694, -0.3310080372174229]",20.385063063063072
"[39.50553828310908, -0.4441346943208766]","[39.50396357874318, -0.41402386278792835]",18.728771771771786
"[39.509439265449714, -0.41247208770761334]","[39.50564409503385, -0.41887045938802503]",12.192714714714716
"[39.46719057551236, -0.46463457406285363]","[39.47223862685701, -0.4329542870704567]",20.775948948948944
"[39.479393652375066, -0.3903360502777043]","[39.46624122550817, -0.34315528799020883]",15.988990990990992
"[39.48213277555226, -0.36871705202061067]","[39.496670763223364, -0.34244388089563377]",20.321651651651656
"[39.44933880943869, -0.3730133592253739]","[39.42402866050697, -0.38538197808298036]",13.324177177177178
"[39.50416389589935, -0.4121199361441029]","[39.49773903078533, -0.4466353575175834]",20.821756756756756
"[39.50120357716543, -0.4430573325903362]","[39.51566695848833, -0.47993822539404174]",13.13564864864865
"[39.4989256237106, -0.35500960546582977]","[39.42313723220498, -0.3877879107026323]",43.76554654654656
"[39.52461285987543, -0.3954367605192747]","[39.46547365267742, -0.32943000087642144]",30.322780780780768
"[39.41945580263777, -0.39369351932888597]","[39.44852022518489, -0.3349657243695018]",28.42339939939941
"[39.47300585792712, -0.340486778318547]","[39.462252421006674, -0.3980125736693793]",18.665168168168165
"[39.49135937203048, -0.3763199260554102]","[39.470153032348, -0.40458176925081524]",12.681492492492492
"[39.463196098553496, -0.38657369851353895]","[39.442403683018355, -0.3405876883531997]",20.242609609609605
"[39.48410762982113, -0.37568963233597147]","[39.44834644250786, -0.33141219772190644]",22.29756456456457
"[39.50029445845267, -0.34711602186432244]","[39.45574617209066, -0.38002885197298164]",30.780918918918932
"[39.45407197908111, -0.39945553624288616]","[39.48938391621882, -0.3797248104873931]",15.657927927927927
"[39.5040226533776, -0.42487513185117975]","[39.46385630544063, -0.3417566162900892]",30.955885885885895
"[39.465765828872165, -0.3577630529769678]","[39.49051322612059, -0.37246952344769896]",11.105120120120118
"[39.45375612237724, -0.40241766560984815]","[39.41945580263777, -0.39369351932888597]",20.634651651651655
"[39.50837886408821, -0.4119090415927066]","[39.5192684703205, -0.4645573737016433]",21.202585585585588
"[39.486290353472754, -0.40030831634152547]","[39.42364316010829, -0.39850468836618413]",30.18274174174173
"[39.46446047097471, -0.3573468767896584]","[39.41648409049861, -0.39005885616615]",23.28921021021022
"[39.495502021697426, -0.3977213754062677]","[39.46549406917719, -0.32763124128258664]",23.48716816816817
"[39.453009628038714, -0.33337102569713495]","[39.473771228334414, -0.3464010293573593]",13.522195195195197
"[39.46509222470148, -0.33384192471887725]","[39.48910195689905, -0.3929898798044375]",21.111597597597594
"[39.51443000979583, -0.3657040852778135]","[39.462376488406655, -0.3539971108108988]",25.218381381381377
"[39.47668557749815, -0.38936172089198123]","[39.47709196166012, -0.4213505411322722]",11.058564564564566
"[39.47443662890756, -0.351281210628866]","[39.48920939529025, -0.39729528124608976]",16.25464264264264
"[39.47848619718318, -0.3953272574134562]","[39.416785775721635, -0.39364015625244664]",28.109681681681693
"[39.46754163886071, -0.32799860702600087]","[39.45365278157839, -0.37312472856147205]",15.957186186186183
"[39.50557522790366, -0.44622074772171183]","[39.513674569932796, -0.412703798927597]",15.741288288288292
"[39.45329284963217, -0.37339941861203446]","[39.52301411786779, -0.3871911769775588]",29.945843843843843
"[39.506453572676975, -0.41525298927172166]","[39.518488643825975, -0.47266890340804324]",25.520249249249254
"[39.44636747924305, -0.39246221350026644]","[39.49102019263624, -0.39293445483950484]",19.37487087087086
"[39.476553983607246, -0.3339936352975658]","[39.45900848379656, -0.36511393302671474]",13.547216216216217
"[39.461918427607436, -0.37393938687160766]","[39.487683787473216, -0.39159922629351146]",12.238720720720721
"[39.49162391824518, -0.3600987668429063]","[39.42113456171139, -0.3924474850681457]",31.650798798798796
"[39.453744278980416, -0.37750546627511117]","[39.48733784718401, -0.3810026547581417]",17.445381381381374
"[39.465198890670855, -0.37597594387588945]","[39.44645857432646, -0.39168836472280283]",11.141717717717718
"[39.52512034742069, -0.4175903162757773]","[39.510460279097586, -0.4641213389469122]",19.59262762762763
"[39.4607547779654, -0.3823682694972188]","[39.47651942933307, -0.3726438750462938]",10.661588588588586
"[39.47728005559535, -0.45867961261959367]","[39.48689959711433, -0.4470979637652359]",47.54504204204203
"[39.48978208496571, -0.38321792384383857]","[39.457258831001944, -0.35476986364851687]",15.126180180180183
"[39.44482522192538, -0.3955864211424718]","[39.49982191600186, -0.35019840921732276]",32.810621621621614
"[39.47052616013227, -0.36666510574163946]","[39.51620435615346, -0.38187331153324877]",20.355288288288286
"[39.47136139046592, -0.333274988872666]","[39.473079704186375, -0.38720023560421135]",18.259393393393392
"[39.478011260267785, -0.40285449990199684]","[39.48568684739922, -0.3609562333287656]",12.522369369369375
"[39.47074153660004, -0.3371770310757456]","[39.4873601593719, -0.3702179829089495]",11.13140840840841
"[39.462190407212795, -0.46175955140695957]","[39.48693240484372, -0.4492765857950692]",51.85118318318316
"[39.47222226284941, -0.38902168918126656]","[39.49923110796041, -0.3457518472951044]",27.153420420420414
"[39.508420734526865, -0.4357111433141707]","[39.5244176743444, -0.41961122903247045]",15.375831831831833
"[39.45733389967621, -0.39180473573563773]","[39.50434801493239, -0.3473866952426246]",29.819849849849856
"[39.45243208213206, -0.37529361020421775]","[39.482859059597686, -0.3870198562402659]",15.202048048048049
"[39.478104028348795, -0.42504923750663376]","[39.482867960219835, -0.37114528936718794]",17.97734534534534
"[39.51706801175154, -0.3665517312141064]","[39.4995431634169, -0.391853203742223]",12.254870870870871
"[39.496739892699054, -0.38466758474982515]","[39.45272909287617, -0.3348891279870005]",25.207636636636654
"[39.46008838861107, -0.380662093614503]","[39.48758876980248, -0.36681664777544915]",13.587882882882885
"[39.455239000095155, -0.46546878265694136]","[39.471785585552944, -0.42614979157502975]",15.493228228228228
"[39.50690115989765, -0.45715579705757736]","[39.521988305734276, -0.4214008237957015]",17.991066066066065
"[39.45409798136041, -0.3751849758298381]","[39.47024473396068, -0.3451595461542774]",12.569375375375376
"[39.521997716671024, -0.3846885700616602]","[39.50137994057007, -0.3923855955638729]",13.847603603603602
"[39.49698981525638, -0.3841516975667278]","[39.44026495222456, -0.3313850002518871]",30.804252252252258
"[39.48389328376311, -0.36277831284378864]","[39.42047417367304, -0.3861624093790797]",27.658180180180178
"[39.47583073068777, -0.4174171513645787]","[39.48079456082233, -0.3795517509366941]",12.473399399399396
"[39.42328865485234, -0.3927040761253621]","[39.47854317246314, -0.3659702212059756]",29.87045945945945
"[39.467423024510964, -0.32526302675749114]","[39.46779540919241, -0.36892365779760405]",12.99027627627627
"[39.46844981311719, -0.32975958414213363]","[39.47284681307731, -0.4195130340807411]",27.271702702702694
"[39.515050442566796, -0.3870222160616893]","[39.469745012185705, -0.34717984907999155]",21.852600600600592
"[39.50963163900828, -0.45356536699185007]","[39.50089326029036, -0.4122248306423895]",23.0746036036036
"[39.45949148499849, -0.36684531977644624]","[39.456181150353714, -0.40007424891477167]",12.30326726726727
"[39.53024612113716, -0.3897077415433343]","[39.49837196509979, -0.34138779575975897]",36.675600600600596
"[39.502411551344615, -0.4123962464655008]","[39.502891182153846, -0.4337722769297636]",20.182012012012017
"[39.50543404615704, -0.34877283270671944]","[39.49249626395107, -0.3571279700171343]",25.816018018018028
"[39.47999710522538, -0.3783725900767965]","[39.461589898588386, -0.4018012449719639]",15.446483483483481
"[39.44543912256751, -0.3934747079432747]","[39.416414195471155, -0.3944973514727157]",16.189948948948953
"[39.46068372872704, -0.35914483253364277]","[39.49911717601208, -0.4191899489268735]",24.10395195195195
"[39.463656851050935, -0.36834182074613603]","[39.50055429456287, -0.41750436375971806]",21.941945945945935
"[39.469630446582975, -0.34507646795622826]","[39.48834940618816, -0.36062113600898243]",10.424444444444447
"[39.493214414008726, -0.3788127413928774]","[39.449127710769574, -0.39602824840563167]",18.78853453453455
"[39.41518635606388, -0.3875540233217587]","[39.457420903019575, -0.39691640878436907]",21.395921921921914
"[39.514545546071815, -0.3673140214197692]","[39.45221561368406, -0.3942049029505972]",27.894456456456446
"[39.50320397160993, -0.3903103930906118]","[39.42212902337455, -0.3896413051490984]",37.477471471471446
"[39.493259066308106, -0.3975331297181106]","[39.4115602124516, -0.3961463445281931]",34.08314414414414
"[39.51863602581276, -0.47393819336338183]","[39.51487184049669, -0.41180745045138406]",24.51406606606606
"[39.48320431207366, -0.3977524060018404]","[39.50041732567621, -0.4206782528616117]",12.00921921921922
"[39.5134925123605, -0.4473330893132694]","[39.51889367160328, -0.4201571589213445]",13.863099099099095
"[39.52053589127516, -0.38593838888505877]","[39.48903210193682, -0.3643360516962291]",14.242057057057048
"[39.498381229956564, -0.3899272206033578]","[39.48577879946821, -0.3589820501816838]",11.284096096096096
"[39.48106917834164, -0.3835132481112424]","[39.46619981215602, -0.34737876992200456]",12.481729729729725
"[39.44994292630188, -0.37909997512985044]","[39.44927016320101, -0.33358930176053686]",16.015810810810816
"[39.49402705777361, -0.37030579649984147]","[39.463688134995344, -0.3969807305162377]",15.462042042042045
"[39.52139638705426, -0.42419409856418244]","[39.50993243469007, -0.4683461861015982]",17.91833033033033
"[39.46506312190157, -0.38900660326487824]","[39.45179167987738, -0.3334660723640191]",19.872030030030036
"[39.472852109872754, -0.3594710799032582]","[39.450977482158706, -0.3825452473396956]",12.581354354354355
"[39.50199494336887, -0.40996506421997647]","[39.51519227760814, -0.4615303334066774]",27.789867867867866
"[39.45037192370345, -0.3433527628708361]","[39.4566060868129, -0.37633033478903244]",11.277924924924925
"[39.46640646143335, -0.39085737374747803]","[39.52747741743395, -0.3865316923060307]",24.969573573573577
"[39.45845830048031, -0.36711739668539783]","[39.508627928516354, -0.3524552332431531]",27.512792792792784
"[39.45170689298975, -0.33480705664630933]","[39.45221561368406, -0.3942049029505972]",19.729237237237232
"[39.46025816371994, -0.3664272746027374]","[39.49135937203048, -0.3763199260554102]",13.474087087087087
"[39.48517646411301, -0.3805419828656678]","[39.505086705420226, -0.3536326291745793]",23.063720720720713
"[39.4898840950495, -0.37356342600617637]","[39.475829767306884, -0.3532061665882131]",10.133534534534535
"[39.47668557749815, -0.38936172089198123]","[39.453583416996125, -0.3354179951594167]",21.750321321321326
"[39.50515226815777, -0.35079305145638423]","[39.44482522192538, -0.3955864211424718]",40.55902702702704
"[39.459248026806314, -0.3562361288006361]","[39.44640904297147, -0.39855094905488336]",14.271675675675679
"[39.512460974650324, -0.44819559250991736]","[39.51235950921162, -0.4182207827483123]",18.192114114114112
"[39.52048530198516, -0.38848112542474056]","[39.47302750546329, -0.33478879107657267]",24.69854654654654
"[39.448602176956136, -0.4020923639530696]","[39.44437115663224, -0.3333513231344301]",23.93503003003003
"[39.45188271661041, -0.3720465021886668]","[39.47648919670198, -0.3468199510527319]",12.71427627627628
"[39.51799691869397, -0.38740448697052]","[39.47440791602531, -0.35746855235229746]",19.288105105105092
"[39.46978645108054, -0.4179520985290079]","[39.48983058163553, -0.3618021235804415]",20.079933933933933
"[39.50993243469007, -0.4683461861015982]","[39.51153697688092, -0.4126631274740333]",23.58335135135135
"[39.450805889216255, -0.370429961122068]","[39.46496380670979, -0.33667601909882944]",11.429480480480484
"[39.51015507511273, -0.4733313078822931]","[39.51504614174264, -0.42333982937571374]",27.375066066066072
"[39.463688134995344, -0.3969807305162377]","[39.496739892699054, -0.38466758474982515]",15.053009009009006
"[39.44940856561326, -0.3889010239004501]","[39.41644479268144, -0.3847388022288718]",14.317657657657657
"[39.46731576964069, -0.3865482963449126]","[39.487471226537956, -0.3559195894523431]",13.612324324324327
"[39.508411532761734, -0.4143457663624314]","[39.49773903078533, -0.4466353575175834]",18.981057057057058
"[39.477698164379454, -0.37988867101067886]","[39.47001046801474, -0.36196961936472666]",10.405162162162163
"[39.4649420287284, -0.3762831886650509]","[39.47093052121116, -0.4227279707440064]",15.307345345345345
"[39.44856319385922, -0.34122301546216655]","[39.452214820512204, -0.39553317294399865]",18.98339339339339
"[39.474506236185455, -0.34899037083569767]","[39.44803052520913, -0.3664927521993145]",13.107180180180181
"[39.472298134068815, -0.330016490150732]","[39.520354883100914, -0.3823813023898498]",26.198438438438437
"[39.47807266990407, -0.3860301287792455]","[39.46856529526857, -0.3581668160991549]",10.497507507507505
"[39.47164411577861, -0.3920479090203371]","[39.5116651966455, -0.36935505878159325]",20.406846846846847
"[39.5092013410512, -0.43797126411088233]","[39.506968370518145, -0.4188507153918732]",24.873138138138135
"[39.425024769433676, -0.39073970217350484]","[39.47822576028259, -0.3781909998641867]",24.63428228228228
"[39.45876247546948, -0.4599462613420089]","[39.464652444913206, -0.43617427753913657]",14.946006006006
"[39.46134170139654, -0.395586204536952]","[39.488790530781095, -0.3479247449318533]",24.803186186186185
"[39.431224264224085, -0.39287910736843806]","[39.527464250455104, -0.3889009606286629]",37.73472972972972
"[39.501198183873896, -0.43932942190944074]","[39.52255915926681, -0.41641492851612444]",13.813645645645646
"[39.52036194124325, -0.3867253173270647]","[39.47726520283211, -0.38520473975488967]",18.42671471471471
"[39.48611909859928, -0.4011457429455707]","[39.49438413088588, -0.34700753498940495]",25.773135135135135
"[39.497416084508224, -0.44787083934562866]","[39.50885102556507, -0.41332821070274717]",18.128231231231236
"[39.50202354196938, -0.4167180385400512]","[39.49438413088588, -0.34700753498940495]",32.83564864864866
"[39.504772238890375, -0.4208523227586796]","[39.481714200553526, -0.3885892614999255]",14.742513513513522
"[39.510226115136426, -0.4165682541342506]","[39.514019791734235, -0.465604572686942]",21.308864864864866
"[39.49552273824073, -0.45330595280941166]","[39.51863602581276, -0.47393819336338183]",11.12741141141141
"[39.50376561696243, -0.4110967772546451]","[39.500378617604426, -0.44601036049976744]",21.420156156156157
"[39.49348732556802, -0.391281070144944]","[39.41911254905993, -0.38985284722000346]",31.399276276276275
"[39.47064812357031, -0.38422628654248253]","[39.525355756750315, -0.3923364706575807]",21.88357057057057
"[39.468624649048984, -0.3971083238763115]","[39.49458289847783, -0.3993947834360655]",10.696093093093094
"[39.46107856570416, -0.4091111339703011]","[39.48517646411301, -0.3805419828656678]",13.434174174174178
"[39.45985520794051, -0.3953441486281083]","[39.527464250455104, -0.3889009606286629]",28.796177177177178
"[39.460899346923526, -0.40433481357196005]","[39.46796413634262, -0.34781003907461305]",18.48284384384385
"[39.44850478227087, -0.32476249006494673]","[39.48941599258249, -0.38717495353658843]",24.290084084084082
"[39.49358821842114, -0.38163218363866425]","[39.45552301394359, -0.3892713030774837]",16.101573573573585
"[39.50756643692093, -0.4163580005403174]","[39.50586144135261, -0.4446781496783682]",16.76441141141141
"[39.48791798383973, -0.3782208360525773]","[39.46696945696871, -0.39813178488958806]",11.886117117117122
"[39.45517906256073, -0.39958416510202305]","[39.4782994619006, -0.3793456639465195]",11.13967567567567
"[39.44684201602743, -0.39116377015233733]","[39.46719358516996, -0.3740306873369638]",11.958102102102107
"[39.44786407925796, -0.379416510599347]","[39.5245461194349, -0.39170575694444953]",32.54248348348348
"[39.50160638994051, -0.3441112160181943]","[39.45498405286541, -0.40081967014480113]",37.77267267267267
"[39.46257345888297, -0.3822991446795936]","[39.493749034716714, -0.3866551876758615]",12.166144144144145
"[39.50373747250106, -0.41855470329156635]","[39.46689706390658, -0.36883549884276606]",23.345549549549553
"[39.46474043088764, -0.3672408972884919]","[39.528735491720106, -0.38487558674985933]",26.11029129129129
"[39.52601705144635, -0.3851278361477963]","[39.50050632006751, -0.3491552809204219]",33.37757057057056
"[39.45897273744856, -0.3725752792614527]","[39.48636957501465, -0.3772304260437414]",14.311156156156152
"[39.47630571884029, -0.34204251619839465]","[39.49241385956951, -0.3960923515430399]",17.605480480480477
"[39.47049426284981, -0.33213858854671247]","[39.45702173883478, -0.3707213332954555]",14.00682582582583
"[39.52538868345943, -0.3855832735848449]","[39.49395545070226, -0.3949930414889643]",13.87936036036036
"[39.457039291766876, -0.33186753621346593]","[39.463466405168155, -0.3836709707464893]",16.309654654654654
"[39.45407197908111, -0.39945553624288616]","[39.502535571092906, -0.4219343383694782]",20.925873873873876
"[39.45554468600464, -0.3950402899513686]","[39.4637418143849, -0.33379932065057694]",19.93898798798799
"[39.494913763559595, -0.36396598522077556]","[39.4567494978455, -0.40933361662605905]",21.4644924924925
"[39.468839307675196, -0.3431164176081986]","[39.45737985670101, -0.38685505708961193]",16.17915315315316
"[39.45486442333416, -0.4048071141179854]","[39.48323981947705, -0.38346257041217907]",15.839192192192193
"[39.49946211697652, -0.35254811570213596]","[39.467423024510964, -0.32526302675749114]",20.91605405405406
"[39.45750768115861, -0.3549823350385856]","[39.504286058804766, -0.422410360472322]",27.356396396396402
"[39.42212902337455, -0.3896413051490984]","[39.46524563535089, -0.371552289437671]",22.192501501501507
"[39.51668051882226, -0.4267278823866911]","[39.5103729937542, -0.4159663308053254]",10.331414414414414
"[39.49794867936653, -0.3472538040532035]","[39.460899346923526, -0.40433481357196005]",38.54232732732734
"[39.447009880849244, -0.33478152369385156]","[39.49873474081511, -0.3907104134753145]",29.116612612612602
"[39.520280058256155, -0.3911291869816222]","[39.48805994569779, -0.3934117589484253]",13.68243543543544
"[39.448633258574795, -0.3717663766498211]","[39.452229137204235, -0.3370046340664596]",12.792504504504507
"[39.471755499259665, -0.39932638384167923]","[39.5054209428166, -0.3481715122751803]",29.87622222222221
"[39.50720759494958, -0.35198372261703775]","[39.462175269407695, -0.33580270511268995]",21.771897897897915
"[39.48529683205275, -0.369123520133334]","[39.45891905549127, -0.368850046097276]",12.057798798798798
"[39.414225718216784, -0.39214117189646813]","[39.44347006381883, -0.3645937358275204]",19.084225225225225
"[39.4279892710507, -0.3904483033203961]","[39.46751512535775, -0.35590407061796336]",23.479129129129127
"[39.513398575346976, -0.41287532464936505]","[39.52608192891437, -0.4654328074225065]",20.294579579579583
"[39.464281735199975, -0.34041612598277016]","[39.448633258574795, -0.3717663766498211]",12.909975975975977
"[39.524518932136175, -0.39098981843170344]","[39.470832924019376, -0.33369336350373296]",28.413840840840805
"[39.45129279176826, -0.3908681664198626]","[39.46943053382229, -0.346173932147825]",17.471693693693698
"[39.485919024205515, -0.3645078751243087]","[39.473140374443346, -0.3262205678056138]",11.45527327327327
"[39.483712011294095, -0.3775796103409553]","[39.420076255350715, -0.3932056631316413]",30.40495495495496
"[39.49415619156456, -0.389479668223276]","[39.49864955886712, -0.3526222755794281]",24.558459459459456
"[39.45407197908111, -0.39945553624288616]","[39.479393652375066, -0.3903360502777043]",12.350165165165171
"[39.49097945485537, -0.38159829623665165]","[39.46886029145783, -0.3463146391040378]",14.505192192192192
"[39.456631592121724, -0.3996167781437841]","[39.47267080946254, -0.35178586146465973]",16.598948948948944
"[39.52048530198516, -0.38848112542474056]","[39.44810504310105, -0.37645537820530045]",28.44494594594595
"[39.45701902248243, -0.37872424792325127]","[39.41978573583446, -0.38513141442799625]",16.7454024024024
"[39.47281020460649, -0.3973617958233817]","[39.473876955792974, -0.3451101317234027]",18.362447447447448
"[39.50402324139065, -0.42060508017100834]","[39.52960191338687, -0.3798087693757968]",28.1115975975976
"[39.44396182749176, -0.3294766388866809]","[39.449956327618246, -0.4018010863385486]",29.81658258258257
"[39.48920939529025, -0.39729528124608976]","[39.476553983607246, -0.3339936352975658]",19.8878948948949
"[39.45323685412576, -0.40589327299347255]","[39.476641770469044, -0.3971593434823827]",11.494153153153153
"[39.46588364241705, -0.34731672425541354]","[39.42405787771896, -0.38925086496553624]",22.92304804804805
"[39.47001680763269, -0.3947734962896606]","[39.499529419169434, -0.41608551009749944]",14.391261261261265
"[39.49478629074889, -0.38463546761963674]","[39.45558804725309, -0.37851968571051947]",18.635975975975974
"[39.469745012185705, -0.34717984907999155]","[39.467870359409915, -0.39190293909769613]",13.446912912912914
"[39.47668557749815, -0.38936172089198123]","[39.50029445845267, -0.34711602186432244]",25.205315315315307
"[39.450630972136125, -0.39808145567205594]","[39.47351395277355, -0.3899948354470055]",11.759411411411408
"[39.45429196241946, -0.4069038209361001]","[39.49137545412857, -0.3723345071873037]",20.910129129129125
"[39.48904749399762, -0.39627246525079046]","[39.47040051251051, -0.3668674179567004]",11.477126126126128
"[39.447009880849244, -0.33478152369385156]","[39.473806826765696, -0.3375978264211549]",11.804948948948951
"[39.458855529572844, -0.400931265236505]","[39.49149613106889, -0.38708684074592525]",15.119285285285288
"[39.44658986917711, -0.40003384532771175]","[39.511023071325866, -0.37602876295056664]",26.905621621621616
"[39.509380014527785, -0.3432369838210182]","[39.493571233864095, -0.3901914461038994]",36.188258258258244
"[39.459153697192484, -0.3827539497388502]","[39.524518932136175, -0.39098981843170344]",26.081876876876883
"[39.47481002688032, -0.37627799454277566]","[39.45240678298949, -0.3899001283564396]",11.811228228228229
"[39.50543404615704, -0.34877283270671944]","[39.4995330612083, -0.41901557515422644]",44.03579279279283
"[39.4898791734538, -0.3507289259061567]","[39.49284460932175, -0.3902634547287749]",11.776000000000002
"[39.49324721785445, -0.38965562480592164]","[39.47518077894921, -0.32670928220372897]",19.276858858858866
"[39.47251293367128, -0.3565012437795499]","[39.5245461194349, -0.39170575694444953]",23.78465165165165
"[39.48970150408101, -0.354761928064036]","[39.449229133060385, -0.38766589104553956]",20.022951951951953
"[39.47136139046592, -0.333274988872666]","[39.482867960219835, -0.37114528936718794]",13.994660660660655
"[39.46696945696871, -0.39813178488958806]","[39.49027564953763, -0.3856852006827491]",12.532201201201199
"[39.4857968771275, -0.37506254831805586]","[39.467429323401305, -0.34470060129491253]",13.732828828828833
"[39.51368191057872, -0.4530021433537784]","[39.50515395766989, -0.41708437511117025]",20.08353753753754
"[39.45643786460775, -0.3968150662626578]","[39.49149613106889, -0.38708684074592525]",14.885144144144146
"[39.49614790524433, -0.3741420418961582]","[39.48187686796136, -0.4151192495237412]",20.12908708708709
"[39.460732938192336, -0.3788241070731114]","[39.46510132255713, -0.3371634323130311]",13.382318318318317
"[39.45591997106667, -0.39932753577752333]","[39.49941164192211, -0.354953994196181]",31.66142042042042
"[39.469772983212934, -0.35193296001557567]","[39.49379160772314, -0.3485542168893218]",14.658609609609607
"[39.50211478502682, -0.4217960529718707]","[39.46496426688781, -0.36339174142329916]",24.417153153153155
"[39.52081366655657, -0.46548837153074285]","[39.51841136745117, -0.4162455322684103]",21.406225225225228
"[39.421191677377735, -0.386152757142235]","[39.487288123748414, -0.3832181679770428]",26.826324324324318
"[39.49752705971977, -0.3773372715562935]","[39.47053585123098, -0.3707369819466174]",11.590495495495498
"[39.50979695039686, -0.42399070037834424]","[39.517591413823126, -0.4567787762810809]",19.56906906906907
"[39.48012286610417, -0.3866675206219744]","[39.4898791734538, -0.3507289259061567]",11.880837837837838
"[39.484948794361124, -0.4592012330207627]","[39.482979616287395, -0.45771910458728865]",40.42168168168169
"[39.49652520076673, -0.4541607229520927]","[39.50858696222068, -0.4236283780745892]",21.22073573573574
"[39.4546277567817, -0.3853540272949693]","[39.52910857835156, -0.38296456067934315]",28.712093093093095
"[39.468073213470696, -0.3948942429920924]","[39.460164963698126, -0.3575998509575904]",11.269510510510509
"[39.473218714849146, -0.419261384876798]","[39.46410722927073, -0.3488110550067747]",20.796834834834844
"[39.449185384292505, -0.3792958926894825]","[39.48051312028915, -0.3856508364880628]",14.858012012012006
"[39.473988658088054, -0.3655256950087939]","[39.421191677377735, -0.386152757142235]",24.08600600600601
"[39.49578447372006, -0.35486231467153556]","[39.483853449376774, -0.35396630321211375]",23.30398798798799
"[39.491869329240096, -0.3728590631341861]","[39.46877119045435, -0.35297413057318194]",10.69245945945946
"[39.49864955886712, -0.3526222755794281]","[39.47270066735101, -0.41747044095771096]",40.7297927927928
"[39.483853449376774, -0.35396630321211375]","[39.50197378601371, -0.34110435516792703]",14.975558558558559
"[39.492394895218936, -0.38199724226633763]","[39.463067458239806, -0.3670226170874306]",13.515147147147148
"[39.48321379153044, -0.3570850630068154]","[39.50135488169062, -0.3916930169128661]",13.693408408408406
"[39.46038320474362, -0.36421453450124164]","[39.47070003464235, -0.421920087396186]",17.764693693693697
"[39.513345835110464, -0.46566882628419626]","[39.514133754041445, -0.4168489076475457]",20.158144144144142
"[39.46410722927073, -0.3488110550067747]","[39.48227766059585, -0.41891041213248675]",23.49804204204204
"[39.50901241364094, -0.4066443122983125]","[39.52266954621927, -0.4551956094143881]",24.498189189189187
"[39.49835163999365, -0.4182288547917441]","[39.500188585176126, -0.3707810583703973]",17.37085585585585
"[39.47856589916525, -0.36679037890610583]","[39.50017751579713, -0.3525297893019669]",19.043471471471474
"[39.47841178552817, -0.41748411561538573]","[39.43977509056335, -0.33872042534881325]",27.96121021021021
"[39.4536088547955, -0.37433328958144657]","[39.50720759494958, -0.35198372261703775]",27.874381381381372
"[39.46872115960093, -0.41765959414528425]","[39.48351988352361, -0.38327538652664445]",14.61322822822823
"[39.39943893616852, -0.40196873323527454]","[39.42608601432353, -0.41716949973589873]",14.747903903903904
"[39.46577329979112, -0.38612307688728076]","[39.484793822972094, -0.3610060283400314]",11.867711711711713
"[39.51227920577372, -0.3667536920405624]","[39.489708757694494, -0.36330430724063856]",15.455285285285283
"[39.50933881462682, -0.42305024366733984]","[39.50307629454208, -0.4441124080585561]",16.42221921921922
"[39.460164963698126, -0.3575998509575904]","[39.47994259111791, -0.42545333810759917]",20.511738738738742
"[39.45741320556409, -0.35205573774498694]","[39.48568618862319, -0.36382707272221826]",12.218645645645644
"[39.52975076615325, -0.4208911620449679]","[39.50536098913697, -0.4187369491193814]",15.32666366366367
"[39.44640904297147, -0.39855094905488336]","[39.48652834215298, -0.3916149325616839]",16.223786786786786
"[39.489506265768206, -0.3400876990078431]","[39.47606073380294, -0.4260509108093971]",57.8453783783784
"[39.42053147556746, -0.3946325922590676]","[39.45558804725309, -0.37851968571051947]",21.279321321321323
"[39.41939617955964, -0.38817367912950107]","[39.472347470551284, -0.36079258058876723]",26.77982582582582
"[39.46727067455126, -0.39343176121836415]","[39.481004069605, -0.3648133754091788]",11.84249249249249
"[39.51799691869397, -0.38740448697052]","[39.45600408714728, -0.3652329085330758]",24.51470570570571
"[39.474454372593286, -0.4208971639483397]","[39.492411749362866, -0.37997700453719324]",16.744261261261265
"[39.48910137101059, -0.38725223107852375]","[39.459489790809926, -0.37955929681491174]",13.55137537537537
